,amine_E,amine_ES_root_dipole,amine_ES_root_electronic_spatial_extent,amine_ES_root_molar_volume,amine_E_thermal_correction,amine_dipole,amine_electronegativity,amine_hardness,amine_homo_energy,amine_lumo_energy,amine_molar_mass,amine_molar_volume,amine_N1_APT_charge,amine_N1_ES_root_Mulliken_charge,amine_N1_ES_root_NPA_Rydberg,amine_N1_ES_root_NPA_charge,amine_N1_ES_root_NPA_core,amine_N1_Mulliken_charge,amine_N1_NMR_anisotropy,amine_N1_NMR_shift,amine_N1_NPA_Rydberg,amine_N1_NPA_charge,amine_N1_NPA_core,amine_N1_VBur,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_thermal_correction,acid_dipole,acid_electronegativity,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_molar_volume,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_Rydberg,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_VBur,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_ES_root_NPA_core,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_core,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_core,acid_O2_VBur
NC1CCc2ccccc21.O=C(O)c1ccccc1Cc1ccccc1,-403.5308211033933,2.9877198536608067,1389.426384545543,1165.8899475016237,0.19063310931898964,1.4449672684217953,0.12131620629933712,0.11610826137354226,-0.2374244676728794,-0.005207944925794864,133.1926,1134.3519654617708,-0.4746228538527909,-0.16562909464492595,0.014493125272423526,-0.7838532203506082,1.9993990263046935,-0.2172182015436319,31.547105296459506,224.62986160491016,0.015266914504067032,-0.8763159824890879,1.9994622243770288,0.41724267164171086,-689.9021961569509,11.196065941546532,3569.2585282734126,1708.196540240808,0.23964009338676628,1.6720658130930417,0.15082471643203776,0.09822115033471049,-0.24904586676674823,-0.05260356609732725,212.24759999999998,1922.637626845168,-0.2517849158866145,-0.10305315978116283,0.022424012562789083,-0.241658853592702,1.9987545599241425,154.96987504789342,67.03260286098885,0.018485308889343587,0.694178901335172,1.2486918475317474,0.12498170544274681,0.054687272459250896,0.7353350762689462,1.9992698594578804,0.23150023447133605,87.41052858464279,31.28203116544457,0.05256198156571801,0.855026208619228,0.5656676334997368,-0.3365832549977784,0.010608475812685082,1.9997230499807421,-0.2416608366310221,532.4330572960603,-55.87974007514506,0.010390171491927754,-0.6192317212886218,1.999720657262238,0.45548127641050595,-0.7228422783656372,-0.22672951351915005,0.010137630561188604,1.9996911191055529,-0.19562195380487413,165.38364302371815,146.7282202032,0.009871280300904103,1.99969,0.41933762116305673
NCC1CC1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-212.09864754881008,2.0150263234542884,486.01000897293545,1053.0003159113237,0.13355397600777,1.335849095030904,0.08542784685129756,0.1529026418973619,-0.23833048874865947,0.06747479504606435,71.12180000000001,794.9389396129632,-0.48882684131393955,0.28088821724131363,0.024010239922299996,-0.3725670756036615,1.9991919104743405,-0.2652727832769853,28.97653182636476,238.03798405564703,0.014436626679616668,-0.8759185994823735,1.999506179051319,0.37558790130109465,-795.8339041516133,4.0881514669913885,3723.640117755802,1428.52049453045,0.1620445143020698,4.066224099686262,0.15616990465286815,0.12103990465286817,-0.2772098093057363,-0.03513,204.1483,1320.5895093830968,-0.06643105119445902,0.01738807912385745,0.016599904652868168,-0.5682143802436431,1.9990299999999999,37.06385143757473,155.16543863835375,0.015869904652868166,0.5522123287905092,1.1710227703522689,0.1590925281194773,0.05497495232643408,0.8667109534713183,1.99936,0.15679254210390814,91.63783832914677,27.914413596553757,0.05483495232643408,0.8678753337149614,0.5155743337455658,-0.2238616271140256,0.010777530396320888,1.9997099999999999,-0.22829279476117698,561.0099963376107,-63.14969585958245,0.010735047673565916,-0.6082126178467462,1.9997099999999999,0.41049619442320767,-0.7638441188090738,-0.1958478212640552,0.01021,1.99969,-0.197326115897989,180.76505214607516,146.05522358970666,0.0102,1.99969,0.35574458977054724
NCc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,-2899.6502846986164,4.0804308042021304,2416.259360577804,1090.4510565229868,0.14521200102504297,2.092099396054844,0.1312400225509457,0.11110056689028135,-0.24234058944122705,-0.020139455660664322,186.0509,1079.0594639481797,-0.4980379845911469,-0.19599376406416189,0.01238704356847792,-0.7408558227422819,1.9994258821117548,-0.26637268909200934,33.217509302121115,232.1573176402867,0.014060589441227041,-0.8758910241009632,1.9994970589441223,0.38512463474258896,-822.8426192249283,2.9749292595495653,4298.115446578949,2020.0779807532228,0.3238629783929086,2.325288260366358,0.12088071412854078,0.12810361853715632,-0.24898433266569708,0.00722290440861555,241.28640000000001,2008.3970510898998,0.23339316558019313,0.04441896093333852,0.02876120160587206,-0.11178001508873309,1.9990237225022047,32.694395038535134,134.3007824158304,0.025247450198095593,0.7007921834537859,1.0100700400651594,0.0220178930248765,0.05591775340148267,0.5104823083681089,1.9993194447030276,0.20072818522712235,100.21982813969666,23.971593579757922,0.06006333152539023,0.8578834280559368,0.6182450580308217,-0.24767310863377212,0.013796546195595977,1.9997314079200854,-0.2354258011010259,544.10227119616,-53.835489373297705,0.01079470605568323,-0.6119014403960578,1.9997014079200854,0.45432075907742964,-0.6689755932858613,-0.2357067329411294,0.010945021906935326,1.999696628862857,-0.19520926886980172,169.43907512764002,150.30263173708477,0.010466082697424306,1.9996766288620031,0.4505560701067382
NCc1ccc(Br)cc1.O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,-2899.6502846986164,4.0804308042021304,2416.259360577804,1090.4510565229868,0.14521200102504297,2.092099396054844,0.1312400225509457,0.11110056689028135,-0.24234058944122705,-0.020139455660664322,186.0509,1079.0594639481797,-0.4980379845911469,-0.19599376406416189,0.01238704356847792,-0.7408558227422819,1.9994258821117548,-0.26637268909200934,33.217509302121115,232.1573176402867,0.014060589441227041,-0.8758910241009632,1.9994970589441223,0.38512463474258896,-897.761585714153,3.184729501844965,6253.150440493027,2247.4095495551346,0.31792209410862,2.7654938248039045,0.13140084038239297,0.11703704146187097,-0.2484378818442639,-0.014363798920521998,263.2926,2014.4637850333802,-0.02928310676203469,-0.23851754527064728,0.016911533573084902,-0.36682185808241463,1.9989300209469505,24.910728166509614,155.7269570216874,0.016899130441423584,0.6875485829817244,1.0604562879748116,0.20905220060268537,0.059147240205014634,0.8660630720026563,1.999283777898453,0.20918580409941961,98.00598310496224,24.62813196028787,0.059092151031260295,0.8667611939610094,0.5784892509099678,-0.2335006791921968,0.010417014734894228,1.9997099999999999,-0.23421640054390305,561.8302356584752,-69.64892403623926,0.010403920133851182,-0.6150875202428729,1.9997099999999999,0.44076024242999007,-0.7021313103284298,-0.19865855461165993,0.010142252715735399,1.9996799999999995,-0.19875980403508722,181.462592926182,147.68067530508145,0.010142253040086707,1.9996799999999995,0.4059889026195431
NCc1ccc(Br)cc1.O=C(O)C1C[C@H]1c1ccccc1,-2899.6502846986164,4.0804308042021304,2416.259360577804,1090.4510565229868,0.14521200102504297,2.092099396054844,0.1312400225509457,0.11110056689028135,-0.24234058944122705,-0.020139455660664322,186.0509,1079.0594639481797,-0.4980379845911469,-0.19599376406416189,0.01238704356847792,-0.7408558227422819,1.9994258821117548,-0.26637268909200934,33.217509302121115,232.1573176402867,0.014060589441227041,-0.8758910241009632,1.9994970589441223,0.38512463474258896,-536.5270221482033,1.2979451394144759,2523.959922287654,1347.5917857543843,0.18949233802326682,1.533927530348345,0.13554652345017087,0.11618075792449686,-0.2517272813746677,-0.019365765525674015,162.18780000000004,1235.3215066753125,-0.296383223148462,-0.1808421493271331,0.02072447885673644,-0.34538846741710644,1.9988705756376786,71.80019266110138,166.865859512469,0.019642142601075423,0.6254860693620902,1.263296725376124,0.23351319511203122,0.05511559215468369,0.8444284421638371,1.9992289701191814,0.23673347098461478,98.76592627918848,26.015473117068744,0.055117271164818696,0.8535707539776229,0.5188488586107969,-0.25094245138644666,0.010395595531023717,1.9997194243623218,-0.2504780948795817,515.9305926947699,-30.448792772515223,0.01032132057279524,-0.6304545040179349,1.9997200000000002,0.39843701694198447,-0.742697124683411,-0.1971563732943593,0.00995723779533974,1.9996916055184972,-0.19695503478600526,180.33101587023623,146.72190301917428,0.009927813433018151,1.9996916055184972,0.3642993394734422
NCc1ccc(Br)cc1.O=C(O)c1cc(Cl)cc(Cl)n1,-2899.6502846986164,4.0804308042021304,2416.259360577804,1090.4510565229868,0.14521200102504297,2.092099396054844,0.1312400225509457,0.11110056689028135,-0.24234058944122705,-0.020139455660664322,186.0509,1079.0594639481797,-0.4980379845911469,-0.19599376406416189,0.01238704356847792,-0.7408558227422819,1.9994258821117548,-0.26637268909200934,33.217509302121115,232.1573176402867,0.014060589441227041,-0.8758910241009632,1.9994970589441223,0.38512463474258896,-1355.1246477336329,2.138671031558749,2574.496701663489,1341.7274388200099,0.09457534538339805,1.2289420753285163,0.18802896372769567,0.10344172142203223,-0.2914706851497279,-0.08458724230566342,192.0012,1301.9631771434797,0.1436450205256728,-0.1341404383483137,0.028381730580295597,-0.005896862487195154,1.9987910344406514,136.76652661227297,45.59852926262196,0.027158964338246556,0.6170384763899989,1.232724373829488,0.22258750612504397,0.050203109427463886,0.7544406912552368,1.9993210344406516,0.23738975453063485,81.47425970245676,34.02998186663856,0.05328551660977494,0.8335789802125697,0.5001302194196835,-0.14016698689514076,0.010771376404964728,1.99973,-0.22140691215813038,540.9074698289439,-49.35380642697055,0.010439308744763183,-0.6030556973328385,1.9997289655593482,0.3781005941741732,-0.7241548419782666,-0.149776437487961,0.009817933560900235,1.9996831033219549,-0.15930615061766404,149.2732217806851,153.6456644742422,0.010180692476338597,1.999682068881303,0.3722954442660142
NCc1ccc(Cl)cc1.CC(C)(C(=O)O)c1ccccc1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-537.7336234378711,1.5231880708861083,2012.840059708587,1600.6382860163108,0.21222331212581969,1.519183345576275,0.1359010483535714,0.12134970683674517,-0.2572507551903166,-0.014551341516826213,164.2036,1489.008327895208,0.017195040826022454,-0.3932282260982792,0.018459363103294546,-0.18096158374906585,1.9988114513177395,17.491505269230707,148.288215177264,0.017623398608160264,0.7848326797791941,1.036412551344724,0.21721074616350572,0.06406164714222026,0.8474821164898754,1.9992114513177395,0.2361684773927099,99.65867056043959,22.192178422872946,0.062491151169538975,0.8787334846317278,0.616091973232808,-0.23077204014842506,0.010680636896705453,1.9997000000000003,-0.23319682357111013,538.6733712165719,-58.96335589458025,0.01042192899026857,-0.6152141777436464,1.9997000000000003,0.43221486281007226,-0.6776590930174778,-0.19153679484419184,0.01041952232747091,1.9996714513177396,-0.19090208703566586,164.61137152239797,148.72243241793342,0.010322424962949873,1.9996714513177396,0.439690899105703
NCc1ccc(Cl)cc1.Cc1cc(C)c(C(=O)O)c(C)c1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-537.742316,3.0131,2192.3912,1414.8805,0.211161,1.6996,0.14581,0.10622999999999999,-0.25204,-0.03958,164.2036,1414.8805,-0.322452,-0.015348,0.0233,-0.18652,1.99873,138.6514,67.9982,0.0188,0.6980018879798615,1.279838,0.102426,0.05472,0.74522,1.99929,0.159821,90.4241,29.4299,0.0528,0.85133,0.57245122718691,-0.289549,0.01117,1.99973,-0.245858,541.0785,-72.958,0.01052,-0.6159,1.99972,0.43006607929515417,-0.721308,-0.223182,0.01066,1.9997,-0.198173,165.447,135.2308,0.0104,1.99969,0.4391913152926369
NCc1ccc(Cl)cc1.Cc1ccc(CC(=O)O)cc1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-498.510438,1.8908,2105.3609541060728,1480.6405355173379,0.182705,1.6896,0.13207749867546031,0.11584250132453966,-0.24791999999999997,-0.016234997350920675,150.1768,1359.5105308373281,-0.07258749973509207,0.08152699947018413,0.01764,-0.5567599999999999,1.9990199999999998,12.523050132453966,151.8287499735092,0.01696,0.5535714285714286,1.1096685007947236,0.14215100052981586,0.05698,0.8467950026490794,1.9993399999999997,0.1552995002649079,96.70524992052762,27.772199999999998,0.05621999999999999,0.86741,0.5217117684078036,-0.23511899999999997,0.01105,1.9997099999999999,-0.240359,514.6945000529815,-64.06245034438031,0.0109,-0.61043,1.9997099999999999,0.37169603524229067,-0.6873790005298158,-0.20094099999999998,0.01066,1.9996799999999997,-0.20241199999999998,172.06130015894473,147.18429994701842,0.01055,1.9996799999999997,0.39293580868470734
NCc1ccc(Cl)cc1.O=C(O)/C=C/c1ccccc1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-497.30645631983964,5.452001998391299,2444.4868913062755,1270.2907080591042,0.15955622264168592,2.3014673916322845,0.16300180259479485,0.08923799585547794,-0.2522397984502728,-0.07376380673931691,148.161,1182.5434804175975,-0.48396944907808953,-0.1728003178567762,0.01760653419230681,-0.4606067357420339,1.9988363326425795,117.48307674948184,77.99574642136973,0.015785469952215227,0.5350928419781389,1.4605618322753182,0.23889323842661858,0.04294086269036443,0.7476981766825949,1.9992636673574202,0.21430651628065484,87.85785746809967,32.88653519771677,0.05213120362198817,0.8186134093162373,0.4810678661768942,-0.03631409719797901,0.010292324353535585,1.9997399999999996,-0.24902719649544816,526.7733082656573,-43.89485137329743,0.010291823317405075,-0.6186194595015377,1.9997231663212895,0.36495934226380344,-0.8007144790462742,-0.14250131359565274,0.008939999999999998,1.9997099999999999,-0.20533073267832855,173.46195961890774,151.1996836862527,0.009895170465811867,1.9996999999999998,0.36075640265574394
NCc1ccc(Cl)cc1.O=C(O)C(c1ccccc1)c1ccccc1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-689.8954687220482,1.40320207544851,3561.9201041075203,1639.317818460507,0.23983707166198937,1.3847853887529977,0.13672196034079084,0.1155228629010342,-0.25224482324182507,-0.021199097439756637,212.24759999999998,1839.268481420862,-0.04326495982811596,0.012620637544486625,0.024628309792577935,-0.3807349995949811,1.9988615840715134,9.992260315823406,135.99009630149632,0.023360389435011397,0.7239195630568525,1.0949131199906983,0.18944262402808548,0.060470893783087454,0.8523472547805326,1.9993,0.21013686144296603,95.92201017340048,25.635602341428402,0.058418017716319395,0.8858916367344487,0.5861734013493434,-0.24416198655127658,0.010985938073885928,1.9997015840715133,-0.23912804626258885,535.7802530731421,-58.18828216329807,0.010658017716319388,-0.617425529464487,1.9997,0.4506773546717344,-0.7008618613353101,-0.19305642845951632,0.010300292076258549,1.99968,-0.1888940384708045,180.23578499081603,140.09930500631037,0.010203955790205315,1.99968,0.38854368677743967
NCc1ccc(Cl)cc1.O=C(O)C1Cc2ccccc2C1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-536.5592902760195,1.4756167889551204,2206.9031559150512,1252.8295234706893,0.19029376281708493,1.516023425072596,0.1298824893713453,0.11781861681469466,-0.24770110618603997,-0.01206387255665066,162.18779999999998,1456.4935289036366,-0.04692100964748358,-0.26546528346486337,0.018586330072250308,-0.3492761523697453,1.9989491348752593,37.576899694508114,148.9971418889335,0.01770536681180704,0.6565838656499272,1.1269219580548688,0.2140263152575026,0.05827867815952727,0.860215061374437,1.999270066403306,0.21729552483109288,97.87907566608955,24.14724377579156,0.057620004112147856,0.8694405409798096,0.541978321472681,-0.23497860250029196,0.010549762123911358,1.9997099999999999,-0.2332164194730692,549.0371345264788,-64.08999835271842,0.010496036011724899,-0.6109886294701794,1.9997099999999999,0.3915071203649081,-0.7180777818832074,-0.20399264701178862,0.010288514445533439,1.9996863561573175,-0.20311151398547414,176.9585745029673,149.85520116345626,0.010241210893970702,1.9996863561573175,0.393042196198537
NCc1ccc(Cl)cc1.O=C(O)C1c2ccccc2Oc2ccccc21,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-763.8309280914838,2.5378370227189833,3548.535216288086,1738.9788571131999,0.22243517602603072,1.2296664265994048,0.12882717173790956,0.09963805186806314,-0.22846522360597268,-0.029189119869846403,226.2312,2243.257468266666,0.019071442046058883,0.015140761824495114,0.024724696751949687,-0.36969666735101525,1.99892,23.181155116428133,145.65180597196664,0.023001327342099004,0.6999642766853348,1.0540871070290907,0.16273473591232235,0.06083943026476532,0.7725651396481115,1.9993067388197012,0.22365983164511652,94.00112937776179,27.58935873939999,0.059665425771339584,0.8773269185179395,0.5757679628955373,-0.24659555376612147,0.011648160097615198,1.9997066305901494,-0.221773728297565,517.2430197390387,-62.46528615899194,0.010906089442389081,-0.6018585396596908,1.9997,0.39154054649240944,-0.6678725502269793,-0.20929334679611317,0.010948268327167245,1.9996733694098507,-0.190748916694714,159.6174589396351,149.41601233113926,0.01058152950746588,1.9996733694098507,0.4384168677082935
NCc1ccc(Cl)cc1.O=C(O)Cc1cc(F)cc(F)c1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-657.481778,2.3572,2381.1771,1235.179,0.138688,2.5697,0.14304,0.11847999999999999,-0.26152,-0.02456,172.131,1217.904,-0.063727,0.018334,0.01668,-0.56378,1.99903,36.8416,155.18,0.01588,0.5532567652611705,1.166291,0.15875,0.05513,0.86569,1.99936,0.157043,91.2728,28.2465,0.05486,0.86746,0.5151038388923852,-0.228426,0.0108,1.99971,-0.227054,561.0777,-63.3326,0.01075,-0.60726,1.99971,0.4107929515418502,-0.757418,-0.197421,0.01023,1.99969,-0.197684,180.8112,145.9035,0.01021,1.99969,0.3567495280050346
NCc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-795.8339041516133,4.0881514669913885,3723.640117755802,1428.52049453045,0.1620445143020698,4.066224099686262,0.15616990465286815,0.12103990465286817,-0.2772098093057363,-0.03513,204.1483,1320.5895093830968,-0.06643105119445902,0.01738807912385745,0.016599904652868168,-0.5682143802436431,1.9990299999999999,37.06385143757473,155.16543863835375,0.015869904652868166,0.5522123287905092,1.1710227703522689,0.1590925281194773,0.05497495232643408,0.8667109534713183,1.99936,0.15679254210390814,91.63783832914677,27.914413596553757,0.05483495232643408,0.8678753337149614,0.5155743337455658,-0.2238616271140256,0.010777530396320888,1.9997099999999999,-0.22829279476117698,561.0099963376107,-63.14969585958245,0.010735047673565916,-0.6082126178467462,1.9997099999999999,0.41049619442320767,-0.7638441188090738,-0.1958478212640552,0.01021,1.99969,-0.197326115897989,180.76505214607516,146.05522358970666,0.0102,1.99969,0.35574458977054724
NCc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2s1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-894.2649218071781,4.82639542673877,2437.5263500176125,1267.87349326524,0.1397856414972384,2.435371564642348,0.15442984788981792,0.08592900598168321,-0.24035885387150113,-0.06850084190813473,178.2052,1413.8577592907545,-0.29361782518944124,-0.025851487895213097,0.021109999999999997,-0.3462128248085644,1.9987731341651322,100.68391216421713,59.240084399732396,0.021460695266015475,0.6366327573166166,1.4678074793137639,0.1723325169091319,0.05452492667894037,0.7420119230835976,1.9991712438899116,0.23069828105538498,80.05318628828451,36.94847120020628,0.05279179251380792,0.8317960348628584,0.5042675250143438,-0.2745650180604393,0.010836268330264905,1.99973,-0.22719315037020554,507.13353530550967,-42.99527982586244,0.010258804990794719,-0.6045635142746582,1.99973,0.3729370407780734,-0.7779185106793154,-0.22083277514875044,0.010089451376103776,1.9996999999999998,-0.19330314213492542,171.20386632714536,156.53139938335116,0.00991940249539736,1.9996899999999997,0.3834055357658607
NCc1ccc(Cl)cc1.O=C(O)c1ccc2c(c1)OCCO2,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-647.5256536157609,6.839773085880503,2651.6276728284397,1434.326291824834,0.17198302013232453,3.5663879252240145,0.13768177020323596,0.09648066292538707,-0.23416243312862303,-0.0412011072778489,180.15980000000002,1349.3109333924363,-0.33460165602551506,-0.10743438799580936,0.021289899338377376,-0.18196838941403798,1.99884,145.87996503064133,72.6141520297241,0.017799899338377376,0.6381761301855624,1.395987846101828,0.1781792381379583,0.05430060396973576,0.7479280701794901,1.9992549496691887,0.2360170888704924,82.06695496216972,33.30381176276569,0.053114949669188685,0.846509194707019,0.5123870963209629,-0.28281818636582473,0.010824949669188687,1.99973,-0.24248547828453035,521.1537244816943,-36.66309327493417,0.010129899338377374,-0.619156778828076,1.99973,0.3794839521711769,-0.7633562265150056,-0.2246284037810734,0.009870201323245254,1.9997000000000003,-0.20164178371933422,165.71845542293096,158.76945312143408,0.009614949669188688,1.9996900000000002,0.38750786658275643
NCc1ccc(Cl)cc1.O=C(O)c1ccc2nccnc2c1,-785.7741972707868,4.643262832777645,1783.6808943094736,1308.5765367950873,0.1455897264615949,1.9784712396286335,0.1305497478195348,0.11183083801934893,-0.24238058583888372,-0.01871890980018585,141.5999,1240.6231770080192,-0.49476356591150095,-0.18860598199275366,0.012170932720642772,-0.7265718734518106,1.9994155610616153,-0.26640122875192274,33.1879743236224,231.8735237150442,0.014062194691923885,-0.875760102447899,1.9994972194691925,0.3848252154942082,-605.4668228194263,3.240861200240471,2505.6796757679253,1148.8163051764534,0.14948350802745147,1.6413064376146043,0.17885519154425347,0.08716000000000002,-0.26601519154425346,-0.09169519154425347,174.1586,1386.2026606250986,-0.2528902047061745,-0.1229562800904414,0.018573646479067174,-0.19526796057656787,1.9988000000000001,157.9178435379632,64.17610131996025,0.01799,0.6401233834360276,1.3546615181398562,0.23104302352506362,0.053449171832537404,0.8374841535484716,1.9992500000000002,0.24471043140975007,81.02424826428157,32.93450875693002,0.05302469718600762,0.8480907168977238,0.511041025875773,-0.24401393658190101,0.010279171832537395,1.9997263535209329,-0.22945276952075827,544.7323159911274,-50.27894813282094,0.010227292958134349,-0.6063151295538047,1.9997263535209329,0.3793674602285515,-0.7599301644247078,-0.20053707104479412,0.009655414083731304,1.99969,-0.19376250642442616,163.2823519837085,156.84870107138929,0.00963270704186565,1.99969,0.386893320283221
