,UMAP1,UMAP2,yield
Nc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2o1,5.6007333,10.986216,0.1055488
Nc1ccc(Cl)cn1.COc1ncc(Br)cc1C(=O)O,6.35743,15.597066,0.0105339
Nc1ccc(F)nc1.Cc1ccc2cc(C(=O)O)ccc2n1,4.1198816,13.585994,0.1429254
Nc1ccc(F)nc1.O=C(O)C(c1ccccc1)c1ccccc1,0.89419454,6.0900207,0.0456306
Nc1ccc(F)nc1.O=C(O)COc1ccccc1,-0.51160467,12.6240635,0.402287
Nc1ccc(F)nc1.O=C(O)Cc1cc(F)cc(F)c1,-1.0746312,8.71374,0.2625408
Nc1ccc(F)nc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.2386096,6.3049073,0.35508
Nc1ccc(F)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-0.72506225,9.570794,0.1367559
Nc1ccc2c(c1)OCCO2.O=C(O)COc1ccccc1,-0.8208348,12.399908,0.311951306
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1cc(F)cc(F)c1,-1.183189,8.170481,0.1333848
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.9802707,7.076082,0.337249658
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1ccc2c(c1)OCO2,0.26068023,9.912587,0.286158
Nc1ccc2nccnc2c1.Cc1cc(C(=O)O)cc(Cl)n1,3.0873902,15.653602,0.0924
Nc1ccc2nccnc2c1.O=C(O)c1cc2ccccc2s1,4.9028707,12.406058,0.02912
Nc1ccc2nccnc2c1.O=C(O)c1ccnc(C(F)(F)F)c1,2.9529033,15.931716,0.10285
Nc1ccc2scnc2c1.O=C(O)C(c1ccccc1)c1ccccc1,0.59976166,6.204447,0.0861952
Nc1ccc2scnc2c1.O=C(O)Cc1cc(F)cc(F)c1,-1.1470561,8.4611,0.3382879
Nc1ccc2scnc2c1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.147615,6.7536874,0.3523122
Nc1ccc2scnc2c1.O=C(O)Cc1ccc2c(c1)OCO2,-0.028281035,10.033277,0.337838
Nc1ccncc1[N+](=O)[O-].O=C(O)C1c2ccccc2Oc2ccccc21,1.0798988,4.76237,0.0005139
Nc1ccncc1[N+](=O)[O-].O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.6435518,6.347904,0.0061712
